title,date,make,year,price,VIN,fuel,odometer,cylinders,paint color,title status,transmission,type,link
Mobile detail,2017-09-04 18:58,NOT INDICATED,NOT INDICATED,$140,NOT INDICATED,gas,NOT INDICATED,NOT INDICATED,NOT INDICATED,clean,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/mobile-detail/6293323326.html
07 KIA SEDONA  SMOGGED,2017-09-04 18:57,kia,2007,$2500,NOT INDICATED,gas,138000,6 cylinders,blue,clean,automatic,mini-van,https://sacramento.craigslist.org/cto/d/07-kia-sedona-smogged/6293320918.html
1990 toyota 4runner sr5 SAS,2017-09-04 18:56,toyota,1990,$8500,NOT INDICATED,gas,238000,6 cylinders,white,clean,manual,SUV,https://sacramento.craigslist.org/cto/d/1990-toyota-4runner-sr5-sas/6277292252.html
2008 BMW X3  3.0si AWD 4dr SUV - CALL TODAY!!!,2017-09-04 18:56,bmw,2008,$9675,WBXPC93408WJ17338,gas,113787,6 cylinders,grey,clean,automatic,SUV,https://sacramento.craigslist.org/ctd/d/2008-bmw-x3-30si-awd-4dr-suv/6293335533.html
2008 BMW 335I COUPE,2017-09-04 18:55,bmw,2008,$9500,NOT INDICATED,gas,123919,6 cylinders,blue,salvage,manual,coupe,https://sacramento.craigslist.org/cto/d/2008-bmw-335i-coupe/6293258412.html
08 Kia Optima,2017-09-04 18:55,kia,2008,$3450,NOT INDICATED,gas,115000,4 cylinders,grey,salvage,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/08-kia-optima/6286655648.html
"2007 Honda Accord Coupe - 137,000 miles SOLD",2017-09-04 18:53,honda,2007,$6750,1HGCM82207A004974,gas,NOT INDICATED,6 cylinders,grey,clean,automatic,coupe,https://sacramento.craigslist.org/cto/d/2007-honda-accord-coupemiles/6291594115.html
1987 wrangler 4.2 f/t,2017-09-04 18:53,NOT INDICATED,1987,$1,NOT INDICATED,gas,NOT INDICATED,NOT INDICATED,NOT INDICATED,clean,manual,NOT INDICATED,https://sacramento.craigslist.org/cto/d/1987-wrangler-42-t/6293333285.html
Honda civic 2016 very nice color sports Red,2017-09-04 18:53,honda,2016,$12800,NOT INDICATED,gas,10,4 cylinders,NOT INDICATED,salvage,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/honda-civic-2016-very-nice/6293333014.html
1988 FIREBIRD FORMULA CONVERTIBLE,2017-09-04 18:52,NOT INDICATED,1988,$16000,NOT INDICATED,gas,NOT INDICATED,NOT INDICATED,NOT INDICATED,clean,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/1988-firebird-formula/6293332081.html
1996 suburban 4x4,2017-09-04 18:51,NOT INDICATED,1996,$1500,NOT INDICATED,gas,NOT INDICATED,8 cylinders,white,clean,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/1996-suburban-4x4/6293331477.html
1997 Ford Probe 200k Runs Great Good On Gas Clean Title,2017-09-04 18:50,ford,1997,$900,NOT INDICATED,gas,NOT INDICATED,NOT INDICATED,NOT INDICATED,clean,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/1997-ford-probe-200k-runs/6293319983.html
Toyota Yaris 2009,2017-09-04 18:48,toyota,2009,$4900,NOT INDICATED,gas,102700,4 cylinders,silver,clean,automatic,hatchback,https://sacramento.craigslist.org/cto/d/toyota-yaris-2009/6288362339.html
"2015 Ford Fusion SE, Clean Title, 11k miles, Leather, Backup camera",2017-09-04 18:48,ford,2015,$13800,NOT INDICATED,gas,11000,NOT INDICATED,green,clean,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/2015-ford-fusion-se-clean/6288537922.html
"2008 Toyota Prius, Navigation, Backup Camera, 147K miles",2017-09-04 18:47,toyota,2008,$5500,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,https://sacramento.craigslist.org/cto/d/2008-toyota-prius-navigation/6266286928.html
"2009 Toyota Sienna XLE, 99k miles",2017-09-04 18:47,toyota,2009,$9000,NOT INDICATED,gas,99000,NOT INDICATED,NOT INDICATED,salvage,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/2009-toyota-sienna-xle-99k/6285570636.html
"2015 Nissan Altima SL model, Only 4k miles",2017-09-04 18:47,nissan,2015,$13300,NOT INDICATED,gas,4000,4 cylinders,black,salvage,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/2015-nissan-altima-sl-model/6282908291.html
"2010 Toyota Sienna LE, 85k miles",2017-09-04 18:47,toyota,2010,$10500,NOT INDICATED,gas,85000,NOT INDICATED,NOT INDICATED,salvage,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/2010-toyota-sienna-le-85k/6289748801.html
"2015 Honda Civic, Clean, LOW MILES, Great Condition.",2017-09-04 18:47,honda,2015,$9700,NOT INDICATED,gas,14000,4 cylinders,NOT INDICATED,salvage,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/2015-honda-civic-clean-low/6293327819.html
2004 GMC SAVANA CARGO G3500 100% Financed,2017-09-04 18:47,gmc,2004,$8999,1GDHG31U141905151,gas,144016,other,yellow,clean,automatic,NOT INDICATED,https://sacramento.craigslist.org/ctd/d/2004-gmc-savana-cargo/6293327615.html
2001 FORD E-SERIES CARGO E-150 100% Financed,2017-09-04 18:47,ford,2001,$4499,1FTRE14231HB64730,gas,168050,other,NOT INDICATED,clean,automatic,mini-van,https://sacramento.craigslist.org/ctd/d/2001-ford-series-cargofinanced/6293327453.html
2011 CHEVROLET EXPRESS PASSENGER LS 1500 100% Financed,2017-09-04 18:46,chevrolet,2011,$12999,1GNSGBF43B1168889,gas,65614,other,NOT INDICATED,clean,automatic,mini-van,https://sacramento.craigslist.org/ctd/d/2011-chevrolet-express/6293327319.html
2007 BMW 7-SERIES 750I 100% Financed,2017-09-04 18:46,bmw,2007,$9999,WBAHL83577DT09173,gas,106116,other,NOT INDICATED,clean,automatic,sedan,https://sacramento.craigslist.org/ctd/d/2007-bmw-7-series-750i-100/6293327059.html
2011 FORD E-SERIES CARGO E-150 100% Financed,2017-09-04 18:46,ford,2011,$13999,1FTNE1EW4BDB30188,gas,119282,other,NOT INDICATED,clean,automatic,mini-van,https://sacramento.craigslist.org/ctd/d/2011-ford-series-cargofinanced/6293326844.html
2012 CHEVROLET EXPRESS PASSENGER LS 3500 VAN 15 PASSENGER 100% Finance,2017-09-04 18:46,chevrolet,2012,$16999,1GAZGZFA0C1186945,gas,70105,other,NOT INDICATED,clean,automatic,mini-van,https://sacramento.craigslist.org/ctd/d/2012-chevrolet-express/6293326656.html
2006 Toyota 4Runner Limited Sport Edition 4WD * MUST SEE * CALL TODAY,2017-09-04 18:45,toyota,2006,$12750,JTEBU14R060103662,gas,178304,6 cylinders,silver,clean,automatic,SUV,https://sacramento.craigslist.org/ctd/d/2006-toyota-4runner-limited/6293326397.html
2014 DODGE AVENGER SE 100% Financed,2017-09-04 18:45,dodge,2014,$9999,1C3CDZABXEN127102,gas,64818,other,NOT INDICATED,clean,automatic,sedan,https://sacramento.craigslist.org/ctd/d/2014-dodge-avenger-se-100/6293326416.html
2008 FORD CROWN VICTORIA POLICE INTERCEPTOR 100% Financed,2017-09-04 18:45,ford,2008,$3499,2FAHP71V88X171874,gas,135727,other,green,clean,automatic,sedan,https://sacramento.craigslist.org/ctd/d/2008-ford-crown-victoria/6293326241.html
Subaru Impreza Sport 2015 under 30K Miles,2017-09-04 18:45,subaru,2015,$19500,NOT INDICATED,gas,28000,4 cylinders,black,clean,manual,hatchback,https://sacramento.craigslist.org/cto/d/subaru-impreza-sport-2015/6270200422.html
2006 FORD E-450 18 PASSENGER BUS 100% Financed,2017-09-04 18:45,ford,2006,$9999,1FDXE45P06DB07317,diesel,95423,other,white,clean,automatic,wagon,https://sacramento.craigslist.org/ctd/d/2006-fordpassenger-bus-100/6293326070.html
"Honda CR-V 2002, Clean, New Engine 110k installed.",2017-09-04 18:45,honda,2002,$2800,JHLRD77862CO52639,gas,244800,4 cylinders,brown,clean,manual,SUV,https://sacramento.craigslist.org/cto/d/honda-cr-2002-clean-new/6273850520.html
2010 FORD CROWN VICTORIA POLICE INTERCEPTOR 100% Financed,2017-09-04 18:45,ford,2010,$4999,2FABP7BVXAX131208,gas,99785,other,NOT INDICATED,clean,automatic,sedan,https://sacramento.craigslist.org/ctd/d/2010-ford-crown-victoria/6293325856.html
Selling ***Scion FRS 2013 Sunburst,2017-09-04 18:45,NOT INDICATED,2013,$15000,NOT INDICATED,gas,77300,4 cylinders,orange,clean,automatic,coupe,https://sacramento.craigslist.org/cto/d/selling-scion-frs-2013/6293325692.html
2014 FORD FOCUS SE 100% Financed,2017-09-04 18:45,ford,2014,$10499,1FADP3F21EL454244,gas,18026,other,NOT INDICATED,clean,automatic,sedan,https://sacramento.craigslist.org/ctd/d/2014-ford-focus-se-100/6293325684.html
2007 CHEVROLET IMPALA 100% Financed,2017-09-04 18:44,chevrolet,2007,$4999,2G1WS58R279361078,gas,133084,other,black,clean,automatic,sedan,https://sacramento.craigslist.org/ctd/d/2007-chevrolet-impala-100/6293325518.html
2007 CHEVROLET IMPALA LT 100% Financed,2017-09-04 18:44,chevrolet,2007,$4999,2G1WT58N779140456,gas,117536,other,silver,clean,automatic,sedan,https://sacramento.craigslist.org/ctd/d/2007-chevrolet-impala-lt-100/6293325354.html
2006 CHEVROLET MALIBU MAXX SS 100% Financed,2017-09-04 18:44,chevrolet,2006,$5499,1G1ZW63196F129396,gas,139585,other,black,clean,automatic,hatchback,https://sacramento.craigslist.org/ctd/d/2006-chevrolet-malibu-maxx-ss/6293325108.html
2014 FORD FUSION SE 100% Financed,2017-09-04 18:44,ford,2014,$11999,3FA6P0H72ER243491,gas,66526,other,NOT INDICATED,clean,automatic,sedan,https://sacramento.craigslist.org/ctd/d/2014-ford-fusion-se-100/6293324876.html
2013 TOYOTA COROLLA LE 100% Financed,2017-09-04 18:44,toyota,2013,$9999,5YFBU4EE6DP100298,gas,100875,other,NOT INDICATED,clean,automatic,sedan,https://sacramento.craigslist.org/ctd/d/2013-toyota-corolla-le-100/6293324687.html
2013 FORD FIESTA SE 100% Financed,2017-09-04 18:43,ford,2013,$7999,3FADP4EJXDM195412,gas,63303,other,NOT INDICATED,clean,automatic,hatchback,https://sacramento.craigslist.org/ctd/d/2013-ford-fiesta-se-100/6293324450.html
"2009 Toyota Tacoma TRD Off Road 4x4 - 108,343 Miles",2017-09-04 18:43,toyota,2009,$22500,5TEUU42N89Z657888,gas,108343,6 cylinders,white,clean,automatic,truck,https://sacramento.craigslist.org/cto/d/2009-toyota-tacoma-trd-off/6285876145.html
2011 HYUNDAI SONATA GLS 100% Financed,2017-09-04 18:43,hyundai,2011,$10499,5NPEB4AC8BH147253,gas,86052,other,NOT INDICATED,clean,automatic,sedan,https://sacramento.craigslist.org/ctd/d/2011-hyundai-sonata-gls-100/6293324244.html
2003 Toyota Tundra SR5 4dr Access Cab 4WD SB V8,2017-09-04 18:43,toyota,2003,$7995,5TBBT44113S438885,gas,289643,8 cylinders,blue,clean,automatic,truck,https://sacramento.craigslist.org/ctd/d/2003-toyota-tundra-sr5-4dr/6293324028.html
2013 CHEVROLET SONIC LT AUTO 100% Financed,2017-09-04 18:43,chevrolet,2013,$7499,1G1JC5SH9D4194627,gas,89279,other,NOT INDICATED,clean,automatic,sedan,https://sacramento.craigslist.org/ctd/d/2013-chevrolet-sonic-lt-auto/6293324049.html
((2006 Mini Cooper Convertible)) Clean Title & only 125k orig miles,2017-09-04 18:43,mini,2006,$5300,NOT INDICATED,gas,125000,4 cylinders,silver,clean,automatic,convertible,https://sacramento.craigslist.org/cto/d/2006-mini-cooper-convertible/6293301647.html
2014 TOYOTA YARIS 5-DOOR SE 100% Financed,2017-09-04 18:43,toyota,2014,$9999,VNKKTUD36EA002274,gas,67777,other,NOT INDICATED,clean,automatic,hatchback,https://sacramento.craigslist.org/ctd/d/2014-toyota-yaris-5-door-se/6293323828.html
2008 SCION TC 100% Financed,2017-09-04 18:42,scion,2008,$6999,JTKDE167580225807,gas,130240,other,NOT INDICATED,clean,automatic,hatchback,https://sacramento.craigslist.org/ctd/d/2008-scion-tc-100-financed/6293323640.html
1993 E300 Mercedes 2.8,2017-09-04 18:42,NOT INDICATED,1993,$2000,NOT INDICATED,gas,NOT INDICATED,NOT INDICATED,NOT INDICATED,clean,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/1993-e300-mercedes-28/6293323529.html
2006 PONTIAC G6 GTP 100% Financed,2017-09-04 18:42,pontiac,2006,$6499,1G2ZM551964142931,gas,101121,other,NOT INDICATED,clean,automatic,sedan,https://sacramento.craigslist.org/ctd/d/2006-pontiac-g6-gtp-100/6293323476.html
2009 MERCURY GRAND MARQUIS LS FLEET 100% Financed,2017-09-04 18:42,mercury,2009,$6999,2MEHM75V09X604133,gas,102230,other,NOT INDICATED,clean,automatic,sedan,https://sacramento.craigslist.org/ctd/d/2009-mercury-grand-marquis-ls/6293323244.html
1999 MERCEDES-BENZ E-CLASS E 320 100% Financed,2017-09-04 18:42,mercedes-benz,1999,$2999,WDBJF65H6XA735329,gas,101750,other,black,clean,automatic,sedan,https://sacramento.craigslist.org/ctd/d/1999-mercedes-benz/6293323055.html
2005 INFINITI Q45 100% Financed,2017-09-04 18:42,infiniti,2005,$8999,JNKBF01A75M101047,gas,108222,other,NOT INDICATED,clean,automatic,sedan,https://sacramento.craigslist.org/ctd/d/2005-infiniti-qfinanced/6293322874.html
02 Toyota Tacoma,2017-09-04 18:41,toyota,2002,$4700,NOT INDICATED,gas,174629,NOT INDICATED,NOT INDICATED,salvage,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/02-toyota-tacoma/6293322621.html
2003 CHEVROLET SILVERADO 1500 2DR STANDARD CAB 100% Financed,2017-09-04 18:41,chevrolet,2003,$5999,1GCEC14X23Z110932,gas,127861,other,NOT INDICATED,clean,automatic,pickup,https://sacramento.craigslist.org/ctd/d/2003-chevrolet-silveradodr/6293322535.html
2009 CHEVROLET HHR LT 100% Financed,2017-09-04 18:41,chevrolet,2009,$5999,3GNCA23B19S549948,gas,106194,other,NOT INDICATED,clean,automatic,wagon,https://sacramento.craigslist.org/ctd/d/2009-chevrolet-hhr-lt-100/6293322399.html
Kia Soul,2017-09-04 18:41,kia,NOT INDICATED,$6000,NOT INDICATED,gas,NOT INDICATED,4 cylinders,black,salvage,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/kia-soul/6293281688.html
2013 CHEVROLET IMPALA LT FLEET 100% Financed,2017-09-04 18:41,chevrolet,2013,$10999,2G1WG5E33D1251412,gas,58036,other,NOT INDICATED,clean,automatic,sedan,https://sacramento.craigslist.org/ctd/d/2013-chevrolet-impala-lt/6293322153.html
2009 HONDA CIVIC HYBRID 100% Financed,2017-09-04 18:40,honda,2009,$8999,JHMFA36289S006906,gas,64233,other,NOT INDICATED,clean,automatic,sedan,https://sacramento.craigslist.org/ctd/d/2009-honda-civic-hybrid-100/6293321950.html
2005 FORD E-SERIES CARGO E-350 SD EXTENDED CARGO VAN 100% Financed,2017-09-04 18:40,ford,2005,$6999,1FTSS34LX5HA77900,gas,155123,other,NOT INDICATED,clean,automatic,mini-van,https://sacramento.craigslist.org/ctd/d/2005-ford-series-cargo-350-sd/6293321731.html
2005 Toyota Sienna 3.3L V6 CE 7 Passenger  * ONE OWNER * MUST SEE *,2017-09-04 18:40,toyota,2005,$6995,5TDZA23C65S232726,gas,130647,6 cylinders,white,clean,automatic,van,https://sacramento.craigslist.org/ctd/d/2005-toyota-sienna-33l-v6-ce/6293321460.html
2003 Chevrolet Chevy Silverado 2500 HD Crew Cab LT Pickup 4D 8 ft WE CAN BEAT AN,2017-09-04 18:39,NOT INDICATED,2003,$19991,1GCHK23163F243035,gas,162845,NOT INDICATED,NOT INDICATED,clean,automatic,truck,https://sacramento.craigslist.org/ctd/d/2003-chevrolet-chevy/6293320897.html
Nissan Frontier 2006 Crew Cab,2017-09-04 18:38,nissan,2006,$12500,NOT INDICATED,gas,90000,6 cylinders,red,clean,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/nissan-frontier-2006-crew-cab/6266305614.html
2008  Scion TC Spec 2dr Hatchback 4A*FINANCING OPTIONS FOR ALL!,2017-09-04 18:38,scion,2008,$5995,JTKDE167280271448,gas,142581,4 cylinders,red,clean,automatic,coupe,https://sacramento.craigslist.org/ctd/d/2008-scion-tc-spec-2dr/6293319722.html
1985 BMW  325E,2017-09-04 18:37,bmw,1985,$800,NOT INDICATED,gas,140000,6 cylinders,blue,clean,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/1985-bmw-325e/6293318692.html
K&N cold air intake & 2005 Toyota RAV4 PowerNicely 1.500$,2017-09-04 18:36,toyota,2005,NOT INDICATED,NOT INDICATED,gas,NOT INDICATED,4 cylinders,black,clean,automatic,SUV,https://sacramento.craigslist.org/cto/d/kn-cold-air-intake-2005/6293318107.html
2013 HYUNDAI VELOSTER,2017-09-04 18:36,hyundai,2013,$10900,NOT INDICATED,gas,52189,4 cylinders,NOT INDICATED,clean,manual,hatchback,https://sacramento.craigslist.org/cto/d/2013-hyundai-veloster/6289694591.html
2001 Mitsubishi Eclipse,2017-09-04 18:36,mitsubishi,2001,$3000,NOT INDICATED,gas,127000,4 cylinders,white,clean,automatic,coupe,https://sacramento.craigslist.org/cto/d/2001-mitsubishi-eclipse/6293317560.html
Looking for e36 or e38 or w211 mercedes,2017-09-04 18:35,NOT INDICATED,1936,$5000,NOT INDICATED,gas,NOT INDICATED,NOT INDICATED,NOT INDICATED,salvage,manual,NOT INDICATED,https://sacramento.craigslist.org/cto/d/looking-for-e36-or-e38-or/6285153353.html
2010 Mercedes-Benz E550,2017-09-04 18:35,mercedes-benz,2010,$1,NOT INDICATED,gas,87000,8 cylinders,black,clean,automatic,sedan,https://sacramento.craigslist.org/cto/d/2010-mercedes-benz-e550/6284221360.html
2011 Scion tC 2dr HB Auto (Natl),2017-09-04 18:35,scion,2011,NOT INDICATED,JTKJF5C73B3016390,gas,80000,NOT INDICATED,silver,clean,other,hatchback,https://sacramento.craigslist.org/ctd/d/2011-scion-tc-2dr-hb-auto-natl/6293316731.html
Ford F150 4x4,2017-09-04 18:35,ford,1950,$3800,NOT INDICATED,gas,274867,8 cylinders,green,clean,automatic,pickup,https://sacramento.craigslist.org/cto/d/ford-f150-4x4/6293316455.html
"2007 Honda Fit Sport 5sp Auto, ~86k miles on engine",2017-09-04 18:34,honda,2007,$6000,JHMGD38687S003531,gas,126585,4 cylinders,silver,clean,automatic,hatchback,https://sacramento.craigslist.org/cto/d/2007-honda-fit-sport-5sp-auto/6290785444.html
77 Chevy el Camino SS floor shifter headers and flows,2017-09-04 18:34,chevy,1977,$4500,NOT INDICATED,gas,NOT INDICATED,8 cylinders,NOT INDICATED,clean,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/77-chevy-el-camino-ss-floor/6289531126.html
2000 dodge Cummins,2017-09-04 18:34,dodge,2000,$11500,NOT INDICATED,diesel,NOT INDICATED,6 cylinders,silver,clean,automatic,pickup,https://sacramento.craigslist.org/cto/d/2000-dodge-cummins/6293316238.html
2003 infinity M45 big body AWD cheap sell this weekend,2017-09-04 18:34,NOT INDICATED,2003,$1400,NOT INDICATED,gas,NOT INDICATED,8 cylinders,NOT INDICATED,clean,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/2003-infinity-m45-big-body/6290624583.html
2004 Bmw 325ci manual,2017-09-04 18:34,bmw,2004,$6999,NOT INDICATED,gas,NOT INDICATED,NOT INDICATED,NOT INDICATED,salvage,manual,NOT INDICATED,https://sacramento.craigslist.org/cto/d/2004-bmw-325ci-manual/6293316032.html
2002 Saturn SC2 230k miles Good running condition,2017-09-04 18:34,saturn,2002,$1400,NOT INDICATED,gas,238000,4 cylinders,silver,clean,automatic,coupe,https://sacramento.craigslist.org/cto/d/2002-saturn-sc2-230k-miles/6293315743.html
2004 SVT Cobra Mystichrome (rare) Whipple SC Dyno Tuned.  low mi.,2017-09-04 18:33,NOT INDICATED,2004,$34700,NOT INDICATED,gas,48800,8 cylinders,NOT INDICATED,clean,manual,coupe,https://sacramento.craigslist.org/cto/d/2004-svt-cobra-mystichrome/6293301732.html
2008 Mercedes-Benz CLK 350 * Like New * Call Now *,2017-09-04 18:31,mercedes-benz,2008,$10995,WDBTJ56H88F238402,gas,66723,6 cylinders,red,clean,automatic,coupe,https://sacramento.craigslist.org/ctd/d/2008-mercedes-benz-clk-350/6293313690.html
GSA Auto Auction 9/18/2017:2010 Ford Fusion Sedan,2017-09-04 18:31,ford,2017,NOT INDICATED,3FADP0L36AR406584,gas,60057,4 cylinders,silver,clean,automatic,sedan,https://sacramento.craigslist.org/ctd/d/gsa-auto-auctionford-fusion/6293312900.html
1986 mustang 5.0,2017-09-04 18:30,Ford,1986,$4200,NOT INDICATED,gas,NOT INDICATED,NOT INDICATED,NOT INDICATED,clean,manual,NOT INDICATED,https://sacramento.craigslist.org/cto/d/1986-mustang-50/6285215835.html
TOYOTA TACOMA 2008 4X4 TRD!SR5!,2017-09-04 18:30,toyota,2008,$15000,NOT INDICATED,gas,121761,6 cylinders,red,salvage,automatic,pickup,https://sacramento.craigslist.org/cto/d/toyota-tacomax4-trdsr5/6287329892.html
1991 BMW E30 318i Convt,2017-09-04 18:29,bmw,1991,$650,NOT INDICATED,gas,181800,NOT INDICATED,NOT INDICATED,lien,manual,NOT INDICATED,https://sacramento.craigslist.org/cto/d/1991-bmw-e30-318i-convt/6284442016.html
1967 Chevy 427 tri power,2017-09-04 18:29,chevy,1967,$3900,NOT INDICATED,gas,NOT INDICATED,NOT INDICATED,NOT INDICATED,clean,manual,NOT INDICATED,https://sacramento.craigslist.org/cto/d/1967-chevy-427-tri-power/6293311122.html
1995 ss impala,2017-09-04 18:28,NOT INDICATED,1995,$9000,NOT INDICATED,gas,129000,NOT INDICATED,NOT INDICATED,clean,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/1995-ss-impala/6293310241.html
1964 Ford F100,2017-09-04 18:27,ford,1964,$4500,NOT INDICATED,gas,NOT INDICATED,8 cylinders,red,clean,automatic,pickup,https://sacramento.craigslist.org/cto/d/1964-ford-f100/6293309802.html
"PRIUS 3, 2015",2017-09-04 18:27,NOT INDICATED,2015,$16000,JTDKN3DU1F0460074,hybrid,36250,4 cylinders,blue,lien,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/prius/6293309568.html
Mercedes Benz SUV,2017-09-04 18:27,NOT INDICATED,NOT INDICATED,$2600,NOT INDICATED,gas,NOT INDICATED,NOT INDICATED,NOT INDICATED,clean,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/mercedes-benz-suv/6278189177.html
